date,location,new_cases
2021-01-07,Pankow,178
2021-01-08,Pankow,185
2021-01-09,Pankow,0
2021-01-10,Pankow,0
2021-01-11,Pankow,262
2021-01-12,Pankow,174
2021-01-13,Pankow,185
2021-01-14,Pankow,113
2021-01-15,Pankow,86
2021-01-16,Pankow,0
2021-01-17,Pankow,0
2021-01-18,Pankow,126
2021-01-19,Pankow,121
2021-01-20,Pankow,97
2021-01-21,Pankow,71
2021-01-22,Pankow,55
2021-01-23,Pankow,0
2021-01-24,Pankow,0
2021-01-25,Pankow,97
2021-01-26,Pankow,40
2021-01-27,Pankow,88
2021-01-28,Pankow,63
2021-01-29,Pankow,67
2021-01-30,Pankow,0
2021-01-31,Pankow,0
2021-02-01,Pankow,107
2021-02-02,Pankow,67
2021-02-03,Pankow,58
2021-02-04,Pankow,47
2021-02-05,Pankow,40
2021-02-06,Pankow,0
2021-02-07,Pankow,0
2021-02-08,Pankow,79
2021-02-09,Pankow,24
2021-02-10,Pankow,66
2021-02-11,Pankow,33
2021-02-12,Pankow,29
2021-02-13,Pankow,0
2021-02-14,Pankow,0
2021-02-15,Pankow,46
2021-02-16,Pankow,46
2021-02-17,Pankow,35
2021-02-18,Pankow,33
2021-02-19,Pankow,25
2021-02-20,Pankow,0
2021-02-21,Pankow,0
2021-02-22,Pankow,69
2021-02-23,Pankow,53
2021-02-24,Pankow,32
2021-02-25,Pankow,38
2021-02-26,Pankow,29
2021-02-27,Pankow,0
2021-02-28,Pankow,0
2021-03-01,Pankow,49
2021-03-02,Pankow,25
2021-03-03,Pankow,28
2021-03-04,Pankow,33
2021-03-05,Pankow,26
2021-03-06,Pankow,0
2021-03-07,Pankow,0
2021-03-08,Pankow,0
2021-03-09,Pankow,60
2021-03-10,Pankow,51
2021-03-11,Pankow,65
2021-03-12,Pankow,72
2021-03-13,Pankow,0
2021-03-14,Pankow,1
2021-03-15,Pankow,61
2021-03-16,Pankow,54
2021-03-17,Pankow,54
2021-03-18,Pankow,76
2021-03-19,Pankow,87
2021-03-20,Pankow,0
2021-03-21,Pankow,0
2021-03-22,Pankow,112
2021-03-23,Pankow,82
2021-03-24,Pankow,116
2021-03-25,Pankow,71
2021-03-26,Pankow,77
2021-03-27,Pankow,0
2021-03-28,Pankow,0
2021-03-29,Pankow,98
2021-03-30,Pankow,62
2021-03-31,Pankow,92
2021-04-01,Pankow,83
2021-04-02,Pankow,0
2021-04-03,Pankow,111
2021-04-04,Pankow,0
2021-04-05,Pankow,0
2021-04-06,Pankow,96
2021-04-07,Pankow,90
2021-04-08,Pankow,58
2021-04-09,Pankow,139
2021-04-10,Pankow,0
2021-04-11,Pankow,0
2021-04-12,Pankow,140
2021-04-13,Pankow,83
2021-04-14,Pankow,85
2021-04-15,Pankow,88
2021-04-16,Pankow,70
2021-04-17,Pankow,0
2021-04-18,Pankow,0
2021-04-19,Pankow,99
2021-04-20,Pankow,74
2021-04-21,Pankow,79
2021-04-22,Pankow,87
2021-04-23,Pankow,89
2021-04-24,Pankow,0
2021-04-25,Pankow,0
2021-04-26,Pankow,77
2021-04-27,Pankow,58
2021-04-28,Pankow,41
2021-04-29,Pankow,62
2021-04-30,Pankow,39
2021-05-01,Pankow,0
2021-05-02,Pankow,0
2021-05-03,Pankow,89
2021-05-04,Pankow,39
2021-05-05,Pankow,49
2021-05-06,Pankow,39
2021-05-07,Pankow,44
2021-05-08,Pankow,0
2021-05-09,Pankow,0
2021-05-10,Pankow,55
2021-05-11,Pankow,33
2021-05-12,Pankow,48
2021-05-13,Pankow,0
2021-05-14,Pankow,49
2021-05-15,Pankow,0
2021-05-16,Pankow,0
2021-05-17,Pankow,27
2021-05-18,Pankow,37
2021-05-19,Pankow,44
2021-05-20,Pankow,20
2021-05-21,Pankow,22
2021-05-22,Pankow,0
2021-05-23,Pankow,0
2021-05-24,Pankow,0
2021-05-25,Pankow,21
2021-05-26,Pankow,29
2021-05-27,Pankow,11
2021-05-28,Pankow,14
2021-05-29,Pankow,0
2021-05-30,Pankow,0
2021-05-31,Pankow,14
2021-06-01,Pankow,11
2021-06-02,Pankow,11
2021-06-03,Pankow,8
2021-06-04,Pankow,14
2021-06-05,Pankow,0
2021-06-06,Pankow,0
2021-06-07,Pankow,10
2021-06-08,Pankow,7
2021-06-09,Pankow,1
2021-06-10,Pankow,9
2021-06-11,Pankow,4
2021-06-12,Pankow,0
2021-06-13,Pankow,0
2021-06-14,Pankow,5
2021-06-15,Pankow,1
2021-06-16,Pankow,3
2021-06-17,Pankow,2
2021-06-18,Pankow,2
2021-06-19,Pankow,0
2021-06-20,Pankow,0
2021-06-21,Pankow,3
2021-06-22,Pankow,6
2021-06-23,Pankow,3
2021-06-24,Pankow,2
2021-06-25,Pankow,4
2021-06-26,Pankow,0
2021-06-27,Pankow,2
2021-06-28,Pankow,5
2021-06-29,Pankow,1
2021-06-30,Pankow,3
2021-07-01,Pankow,0
2021-07-02,Pankow,2
2021-07-03,Pankow,0
2021-07-04,Pankow,0
2021-07-05,Pankow,9
2021-07-06,Pankow,5
2021-07-07,Pankow,7
2021-07-08,Pankow,8
2021-07-09,Pankow,4
2021-07-10,Pankow,0
2021-07-11,Pankow,0
2021-07-12,Pankow,15
2021-07-13,Pankow,12
2021-07-14,Pankow,21
2021-07-15,Pankow,16
2021-07-16,Pankow,19
2021-07-17,Pankow,0
2021-07-18,Pankow,0
2021-07-19,Pankow,26
2021-07-20,Pankow,18
2021-07-21,Pankow,17
2021-07-22,Pankow,18
2021-07-23,Pankow,20
2021-07-24,Pankow,0
2021-07-25,Pankow,0
2021-07-26,Pankow,38
2021-07-27,Pankow,14
2021-07-28,Pankow,8
2021-07-29,Pankow,27
2021-07-30,Pankow,22
2021-07-31,Pankow,0
2021-08-01,Pankow,0
2021-08-02,Pankow,21
2021-08-03,Pankow,19
2021-08-04,Pankow,33
2021-08-05,Pankow,16
2021-08-06,Pankow,23
2021-08-07,Pankow,0
2021-08-08,Pankow,0
2021-08-09,Pankow,40
2021-08-10,Pankow,39
2021-08-11,Pankow,36
2021-08-12,Pankow,32
2021-08-13,Pankow,28
2021-08-14,Pankow,0
2021-08-15,Pankow,0
2021-08-16,Pankow,63
2021-08-17,Pankow,31
2021-08-18,Pankow,36
2021-08-19,Pankow,23
2021-08-20,Pankow,26
2021-08-21,Pankow,0
2021-08-22,Pankow,0
2021-08-23,Pankow,48
2021-08-24,Pankow,50
2021-08-25,Pankow,35
2021-08-26,Pankow,26
2021-08-27,Pankow,16
2021-08-28,Pankow,0
2021-08-29,Pankow,0
2021-08-30,Pankow,90
2021-08-31,Pankow,50
2021-09-01,Pankow,53
2021-09-02,Pankow,45
2021-09-03,Pankow,42
2021-09-04,Pankow,0
2021-09-05,Pankow,0
2021-09-06,Pankow,76
2021-09-07,Pankow,52
2021-09-08,Pankow,41
2021-09-09,Pankow,29
2021-09-10,Pankow,39
2021-09-11,Pankow,0
2021-09-12,Pankow,0
2021-09-13,Pankow,69
2021-09-14,Pankow,40
2021-09-15,Pankow,57
2021-09-16,Pankow,45
2021-09-17,Pankow,44
2021-09-18,Pankow,0
2021-09-19,Pankow,0
2021-09-20,Pankow,52
2021-09-21,Pankow,46
2021-09-22,Pankow,63
2021-09-23,Pankow,34
2021-09-24,Pankow,47
2021-09-25,Pankow,0
2021-09-26,Pankow,0
2021-09-27,Pankow,61
2021-09-28,Pankow,44
2021-09-29,Pankow,59
2021-09-30,Pankow,46
2021-10-01,Pankow,52
2021-10-02,Pankow,24
2021-10-03,Pankow,0
2021-10-04,Pankow,40
2021-10-05,Pankow,54
2021-10-06,Pankow,40
2021-10-07,Pankow,34
2021-10-08,Pankow,41
2021-10-09,Pankow,38
2021-10-10,Pankow,0
2021-10-11,Pankow,34
2021-10-12,Pankow,57
2021-10-13,Pankow,53
2021-10-14,Pankow,35
2021-10-15,Pankow,54
2021-10-16,Pankow,42
2021-10-17,Pankow,0
2021-10-18,Pankow,46
2021-10-19,Pankow,71
2021-10-20,Pankow,79
2021-10-21,Pankow,53
2021-10-22,Pankow,80
2021-10-23,Pankow,52
2021-10-24,Pankow,0
2021-10-25,Pankow,83
2021-10-26,Pankow,113
2021-10-27,Pankow,111
2021-10-28,Pankow,83
2021-10-29,Pankow,80
2021-10-30,Pankow,116
2021-10-31,Pankow,0
2021-11-01,Pankow,113
2021-11-02,Pankow,169
2021-11-03,Pankow,134
2021-11-04,Pankow,185
2021-11-05,Pankow,116
2021-11-06,Pankow,108
2021-11-07,Pankow,0
2021-11-08,Pankow,201
2021-11-09,Pankow,187
2021-11-10,Pankow,321
2021-11-11,Pankow,279
2021-11-12,Pankow,325
2021-11-13,Pankow,209
2021-11-14,Pankow,0
2021-11-15,Pankow,269
2021-11-16,Pankow,278
2021-11-17,Pankow,322
2021-11-18,Pankow,310
2021-11-19,Pankow,256
2021-11-20,Pankow,195
2021-11-21,Pankow,0
2021-11-22,Pankow,327
2021-11-23,Pankow,285
2021-11-24,Pankow,414
2021-11-25,Pankow,269
2021-11-26,Pankow,291
2021-11-27,Pankow,253
2021-11-28,Pankow,0
2021-11-29,Pankow,231
2021-11-30,Pankow,235
2021-12-01,Pankow,200
2021-12-02,Pankow,266
2021-12-03,Pankow,222
2021-12-04,Pankow,178
2021-12-05,Pankow,0
2021-12-06,Pankow,265
2021-12-07,Pankow,226
2021-12-08,Pankow,241
2021-12-09,Pankow,180
2021-12-10,Pankow,204
2021-12-11,Pankow,149
2021-12-12,Pankow,0
2021-12-13,Pankow,256
2021-12-14,Pankow,243
2021-12-15,Pankow,276
2021-12-16,Pankow,267
2021-12-17,Pankow,260
2021-12-18,Pankow,146
2021-12-19,Pankow,0
2021-12-20,Pankow,280
2021-12-21,Pankow,217
2021-12-22,Pankow,236
2021-12-23,Pankow,181
2021-12-24,Pankow,1
2021-12-25,Pankow,406
2021-12-26,Pankow,77
2021-12-27,Pankow,168
2021-12-28,Pankow,228
2021-12-29,Pankow,386
2021-12-30,Pankow,269
2021-12-31,Pankow,359
2022-01-01,Pankow,0
2022-01-02,Pankow,268
2022-01-03,Pankow,225
2022-01-04,Pankow,351
2022-01-05,Pankow,832
2022-01-06,Pankow,543
2022-01-07,Pankow,482
2022-01-08,Pankow,294
2022-01-09,Pankow,118
2022-01-10,Pankow,682
2022-01-11,Pankow,871
2022-01-12,Pankow,710
2022-01-13,Pankow,575
2022-01-14,Pankow,348
2022-01-15,Pankow,328
2022-01-16,Pankow,466
2022-01-17,Pankow,372
2022-01-18,Pankow,606
2022-01-19,Pankow,2008
2022-01-20,Pankow,2388
2022-01-21,Pankow,2114
2022-01-22,Pankow,656
2022-01-23,Pankow,263
2022-01-24,Pankow,2110
2022-01-25,Pankow,2473
2022-01-26,Pankow,1468
2022-01-27,Pankow,1201
2022-01-28,Pankow,1156
2022-01-29,Pankow,564
2022-01-30,Pankow,160
2022-01-31,Pankow,1073
2022-02-01,Pankow,2273
2022-02-02,Pankow,1979
2022-02-03,Pankow,1106
2022-02-04,Pankow,928
2022-02-05,Pankow,798
2022-02-06,Pankow,0
2022-02-07,Pankow,1040
2022-02-08,Pankow,1214
2022-02-09,Pankow,890
2022-02-10,Pankow,782
2022-02-11,Pankow,801
2022-02-12,Pankow,480
2022-02-13,Pankow,0
2022-02-14,Pankow,837
2022-02-15,Pankow,987
2022-02-16,Pankow,775
2022-02-17,Pankow,624
2022-02-18,Pankow,489
2022-02-19,Pankow,886
2022-02-20,Pankow,0
2022-02-21,Pankow,728
2022-02-22,Pankow,1089
2022-02-23,Pankow,704
2022-02-24,Pankow,726
2022-02-25,Pankow,545
2022-02-26,Pankow,376
2022-02-27,Pankow,0
2022-02-28,Pankow,798
2022-03-01,Pankow,809
2022-03-02,Pankow,1041
2022-03-03,Pankow,805
2022-03-04,Pankow,484
2022-03-05,Pankow,490
2022-03-06,Pankow,0
2022-03-07,Pankow,602
2022-03-08,Pankow,0
2022-03-09,Pankow,1213
2022-03-10,Pankow,705
2020-03-03,Reinickendorf,0
2020-03-04,Reinickendorf,0
2020-03-05,Reinickendorf,2
2020-03-06,Reinickendorf,0
2020-03-07,Reinickendorf,0
2020-03-08,Reinickendorf,0
2020-03-09,Reinickendorf,1
2020-03-10,Reinickendorf,0
2020-03-11,Reinickendorf,2
2020-03-12,Reinickendorf,4
2020-03-13,Reinickendorf,2
2020-03-14,Reinickendorf,1
2020-03-15,Reinickendorf,0
2020-03-16,Reinickendorf,7
2020-03-17,Reinickendorf,3
2020-03-18,Reinickendorf,10
2020-03-19,Reinickendorf,11
2020-03-20,Reinickendorf,23
2020-03-21,Reinickendorf,0
2020-03-22,Reinickendorf,0
2020-03-23,Reinickendorf,30
2020-03-24,Reinickendorf,10
2020-03-25,Reinickendorf,14
2020-03-26,Reinickendorf,13
2020-03-27,Reinickendorf,8
2020-03-28,Reinickendorf,3
2020-03-29,Reinickendorf,14
2020-03-30,Reinickendorf,16
2020-03-31,Reinickendorf,17
2020-04-01,Reinickendorf,7
2020-04-02,Reinickendorf,17
2020-04-03,Reinickendorf,19
2020-04-04,Reinickendorf,7
2020-04-05,Reinickendorf,25
2020-04-06,Reinickendorf,12
2020-04-07,Reinickendorf,13
2020-04-08,Reinickendorf,30
2020-04-09,Reinickendorf,13
2020-04-10,Reinickendorf,4
2020-04-11,Reinickendorf,5
2020-04-12,Reinickendorf,11
2020-04-13,Reinickendorf,10
2020-04-14,Reinickendorf,9
2020-04-15,Reinickendorf,19
2020-04-16,Reinickendorf,3
2020-04-17,Reinickendorf,6
2020-04-18,Reinickendorf,6
2020-04-19,Reinickendorf,2
2020-04-20,Reinickendorf,2
2020-04-21,Reinickendorf,5
2020-04-22,Reinickendorf,4
2020-04-23,Reinickendorf,5
2020-04-24,Reinickendorf,4
2020-04-25,Reinickendorf,4
2020-04-26,Reinickendorf,0
2020-04-27,Reinickendorf,1
2020-04-28,Reinickendorf,5
2020-04-29,Reinickendorf,7
2020-04-30,Reinickendorf,1
2020-05-01,Reinickendorf,4
2020-05-02,Reinickendorf,1
2020-05-03,Reinickendorf,1
2020-05-04,Reinickendorf,4
2020-05-05,Reinickendorf,3
2020-05-06,Reinickendorf,5
2020-05-07,Reinickendorf,2
2020-05-08,Reinickendorf,0
2020-05-09,Reinickendorf,0
2020-05-10,Reinickendorf,2
2020-05-11,Reinickendorf,0
2020-05-12,Reinickendorf,3
2020-05-13,Reinickendorf,3
2020-05-14,Reinickendorf,2
2020-05-15,Reinickendorf,1
2020-05-16,Reinickendorf,0
2020-05-17,Reinickendorf,0
2020-05-18,Reinickendorf,3
2020-05-19,Reinickendorf,1
2020-05-20,Reinickendorf,3
2020-05-21,Reinickendorf,1
2020-05-22,Reinickendorf,1
2020-05-23,Reinickendorf,1
2020-05-24,Reinickendorf,0
2020-05-25,Reinickendorf,0
2020-05-26,Reinickendorf,3
2020-05-27,Reinickendorf,5
2020-05-28,Reinickendorf,1
2020-05-29,Reinickendorf,5
2020-05-30,Reinickendorf,8
2020-05-31,Reinickendorf,0
2020-06-01,Reinickendorf,1
2020-06-02,Reinickendorf,2
2020-06-03,Reinickendorf,0
2020-06-04,Reinickendorf,2
2020-06-05,Reinickendorf,4
2020-06-06,Reinickendorf,0
2020-06-07,Reinickendorf,0
2020-06-08,Reinickendorf,2
2020-06-09,Reinickendorf,7
2020-06-10,Reinickendorf,5
2020-06-11,Reinickendorf,8
2020-06-12,Reinickendorf,8
2020-06-13,Reinickendorf,5
2020-06-14,Reinickendorf,2
2020-06-15,Reinickendorf,0
2020-06-16,Reinickendorf,8
2020-06-17,Reinickendorf,6
2020-06-18,Reinickendorf,15
2020-06-19,Reinickendorf,13
2020-06-20,Reinickendorf,6
2020-06-21,Reinickendorf,0
2020-06-22,Reinickendorf,6
2020-06-23,Reinickendorf,11
2020-06-24,Reinickendorf,7
2020-06-25,Reinickendorf,5
2020-06-26,Reinickendorf,2
2020-06-27,Reinickendorf,1
2020-06-28,Reinickendorf,0
2020-06-29,Reinickendorf,3
2020-06-30,Reinickendorf,9
2020-07-01,Reinickendorf,3
2020-07-02,Reinickendorf,5
2020-07-03,Reinickendorf,3
2020-07-04,Reinickendorf,0
2020-07-05,Reinickendorf,1
2020-07-06,Reinickendorf,0
2020-07-07,Reinickendorf,2
2020-07-08,Reinickendorf,2
2020-07-09,Reinickendorf,3
2020-07-10,Reinickendorf,2
2020-07-11,Reinickendorf,2
2020-07-12,Reinickendorf,0
2020-07-13,Reinickendorf,1
2020-07-14,Reinickendorf,2
2020-07-15,Reinickendorf,1
2020-07-16,Reinickendorf,0
2020-07-17,Reinickendorf,1
2020-07-18,Reinickendorf,3
2020-07-19,Reinickendorf,0
2020-07-20,Reinickendorf,4
2020-07-21,Reinickendorf,5
2020-07-22,Reinickendorf,2
2020-07-23,Reinickendorf,6
2020-07-24,Reinickendorf,4
2020-07-25,Reinickendorf,4
2020-07-26,Reinickendorf,0
2020-07-27,Reinickendorf,1
2020-07-28,Reinickendorf,7
2020-07-29,Reinickendorf,9
2020-07-30,Reinickendorf,7
2020-07-31,Reinickendorf,3
2020-08-01,Reinickendorf,1
2020-08-02,Reinickendorf,0
2020-08-03,Reinickendorf,2
2020-08-04,Reinickendorf,8
2020-08-05,Reinickendorf,2
2020-08-06,Reinickendorf,1
2020-08-07,Reinickendorf,7
2020-08-08,Reinickendorf,4
2020-08-09,Reinickendorf,0
2020-08-10,Reinickendorf,7
2020-08-11,Reinickendorf,7
2020-08-12,Reinickendorf,13
2020-08-13,Reinickendorf,9
2020-08-14,Reinickendorf,13
2020-08-15,Reinickendorf,3
2020-08-16,Reinickendorf,0
2020-08-17,Reinickendorf,4
2020-08-18,Reinickendorf,6
2020-08-19,Reinickendorf,4
2020-08-20,Reinickendorf,5
2020-08-21,Reinickendorf,10
2020-08-22,Reinickendorf,6
2020-08-23,Reinickendorf,0
2020-08-24,Reinickendorf,2
2020-08-25,Reinickendorf,3
2020-08-26,Reinickendorf,1
2020-08-27,Reinickendorf,2
2020-08-28,Reinickendorf,7
2020-08-29,Reinickendorf,3
2020-08-30,Reinickendorf,0
2020-08-31,Reinickendorf,1
2020-09-01,Reinickendorf,3
2020-09-02,Reinickendorf,5
2020-09-03,Reinickendorf,9
2020-09-04,Reinickendorf,6
2020-09-05,Reinickendorf,6
2020-09-06,Reinickendorf,1
2020-09-07,Reinickendorf,3
2020-09-08,Reinickendorf,2
2020-09-09,Reinickendorf,9
2020-09-10,Reinickendorf,2
2020-09-11,Reinickendorf,5
2020-09-12,Reinickendorf,4
2020-09-13,Reinickendorf,0
2020-09-14,Reinickendorf,2
2020-09-15,Reinickendorf,8
2020-09-16,Reinickendorf,8
2020-09-17,Reinickendorf,7
2020-09-18,Reinickendorf,7
2020-09-19,Reinickendorf,6
2020-09-20,Reinickendorf,0
2020-09-21,Reinickendorf,0
2020-09-22,Reinickendorf,12
2020-09-23,Reinickendorf,13
2020-09-24,Reinickendorf,12
2020-09-25,Reinickendorf,13
2020-09-26,Reinickendorf,7
2020-09-27,Reinickendorf,12
2020-09-28,Reinickendorf,9
2020-09-29,Reinickendorf,17
2020-09-30,Reinickendorf,15
2020-10-01,Reinickendorf,15
2020-10-02,Reinickendorf,27
2020-10-03,Reinickendorf,9
2020-10-04,Reinickendorf,2
2020-10-05,Reinickendorf,15
2020-10-06,Reinickendorf,14
2020-10-07,Reinickendorf,31
2020-10-08,Reinickendorf,54
2020-10-09,Reinickendorf,32
2020-10-10,Reinickendorf,32
2020-10-11,Reinickendorf,13
2020-10-12,Reinickendorf,28
2020-10-13,Reinickendorf,37
2020-10-14,Reinickendorf,50
2020-10-15,Reinickendorf,52
2020-10-16,Reinickendorf,48
2020-10-17,Reinickendorf,37
2020-10-18,Reinickendorf,14
2020-10-19,Reinickendorf,22
2020-10-20,Reinickendorf,47
2020-10-21,Reinickendorf,61
2020-10-22,Reinickendorf,68
2020-10-23,Reinickendorf,42
2020-10-24,Reinickendorf,77
2020-10-25,Reinickendorf,16
2020-10-26,Reinickendorf,34
2020-10-27,Reinickendorf,82
2020-10-28,Reinickendorf,132
2020-10-29,Reinickendorf,96
2020-10-30,Reinickendorf,81
2020-10-31,Reinickendorf,58
2020-11-01,Reinickendorf,43
2020-11-02,Reinickendorf,58
2020-11-03,Reinickendorf,95
2020-11-04,Reinickendorf,102
2020-11-05,Reinickendorf,85
2020-11-06,Reinickendorf,91
2020-11-07,Reinickendorf,47
2020-11-08,Reinickendorf,64
2020-11-09,Reinickendorf,111
2020-11-10,Reinickendorf,64
2020-11-11,Reinickendorf,182
2020-11-12,Reinickendorf,89
2020-11-13,Reinickendorf,140
2020-11-14,Reinickendorf,72
2020-11-15,Reinickendorf,31
2020-11-16,Reinickendorf,68
2020-11-17,Reinickendorf,106
2020-11-18,Reinickendorf,102
2020-11-19,Reinickendorf,108
2020-11-20,Reinickendorf,108
2020-11-21,Reinickendorf,71
2020-11-22,Reinickendorf,28
2020-11-23,Reinickendorf,83
2020-11-24,Reinickendorf,121
2020-11-25,Reinickendorf,96
2020-11-26,Reinickendorf,99
2020-11-27,Reinickendorf,103
2020-11-28,Reinickendorf,99
2020-11-29,Reinickendorf,45
2020-11-30,Reinickendorf,59
2020-12-01,Reinickendorf,89
2020-12-02,Reinickendorf,76
2020-12-03,Reinickendorf,144
2020-12-04,Reinickendorf,105
2020-12-05,Reinickendorf,47
2020-12-06,Reinickendorf,70
2020-12-07,Reinickendorf,81
2020-12-08,Reinickendorf,83
2020-12-09,Reinickendorf,118
2020-12-10,Reinickendorf,117
2020-12-11,Reinickendorf,67
2020-12-12,Reinickendorf,48
2020-12-13,Reinickendorf,37
2020-12-14,Reinickendorf,133
2020-12-15,Reinickendorf,102
2020-12-16,Reinickendorf,193
2020-12-17,Reinickendorf,139
2020-12-18,Reinickendorf,116
2020-12-19,Reinickendorf,66
2020-12-20,Reinickendorf,52
2020-12-21,Reinickendorf,51
2020-12-22,Reinickendorf,128
2020-12-23,Reinickendorf,168
2020-12-24,Reinickendorf,88
2020-12-25,Reinickendorf,21
2020-12-26,Reinickendorf,24
2020-12-27,Reinickendorf,53
2020-12-28,Reinickendorf,47
2020-12-29,Reinickendorf,114
2020-12-30,Reinickendorf,86
2020-12-31,Reinickendorf,83
2021-01-01,Reinickendorf,22
2021-01-02,Reinickendorf,19
2021-01-03,Reinickendorf,47
2021-01-04,Reinickendorf,41
2021-01-05,Reinickendorf,84
2021-01-06,Reinickendorf,116
2021-01-07,Reinickendorf,105
2021-01-08,Reinickendorf,78
2021-01-09,Reinickendorf,77
2021-01-10,Reinickendorf,19
2021-01-11,Reinickendorf,24
2021-01-12,Reinickendorf,77
2021-01-13,Reinickendorf,97
2021-01-14,Reinickendorf,80
2021-01-15,Reinickendorf,51
2021-01-16,Reinickendorf,43
2021-01-17,Reinickendorf,18
2021-01-18,Reinickendorf,29
2021-01-19,Reinickendorf,50
2021-01-20,Reinickendorf,65
2021-01-21,Reinickendorf,59
2021-01-22,Reinickendorf,29
2021-01-23,Reinickendorf,57
2021-01-24,Reinickendorf,17
2021-01-25,Reinickendorf,17
2021-01-26,Reinickendorf,46
2021-01-27,Reinickendorf,42
2021-01-28,Reinickendorf,43
2021-01-29,Reinickendorf,55
2021-01-30,Reinickendorf,18
2021-01-31,Reinickendorf,11
2021-02-01,Reinickendorf,21
2021-02-02,Reinickendorf,47
2021-02-03,Reinickendorf,51
2021-02-04,Reinickendorf,19
2021-02-05,Reinickendorf,31
2021-02-06,Reinickendorf,27
2021-02-07,Reinickendorf,19
2021-02-08,Reinickendorf,24
2021-02-09,Reinickendorf,39
2021-02-10,Reinickendorf,30
2021-02-11,Reinickendorf,31
2021-02-12,Reinickendorf,28
2021-02-13,Reinickendorf,7
2021-02-14,Reinickendorf,29
2021-02-15,Reinickendorf,17
2021-02-16,Reinickendorf,29
2021-02-17,Reinickendorf,30
2021-02-18,Reinickendorf,19
2021-02-19,Reinickendorf,20
2021-02-20,Reinickendorf,29
2021-02-21,Reinickendorf,4
2021-02-22,Reinickendorf,13
2021-02-23,Reinickendorf,34
2021-02-24,Reinickendorf,31
2021-02-25,Reinickendorf,24
2021-02-26,Reinickendorf,29
2021-02-27,Reinickendorf,17
2021-02-28,Reinickendorf,21
2021-03-01,Reinickendorf,10
2021-03-02,Reinickendorf,54
2021-03-03,Reinickendorf,42
2021-03-04,Reinickendorf,27
2021-03-05,Reinickendorf,23
2021-03-06,Reinickendorf,31
2021-03-07,Reinickendorf,26
2021-03-08,Reinickendorf,7
2021-03-09,Reinickendorf,23
2021-03-10,Reinickendorf,50
2021-03-11,Reinickendorf,78
2021-03-12,Reinickendorf,46
2021-03-13,Reinickendorf,5
2021-03-14,Reinickendorf,27
2021-03-15,Reinickendorf,42
2021-03-16,Reinickendorf,61
2021-03-17,Reinickendorf,37
2021-03-18,Reinickendorf,68
2021-03-19,Reinickendorf,40
2021-03-20,Reinickendorf,27
2021-03-21,Reinickendorf,37
2021-03-22,Reinickendorf,19
2021-03-23,Reinickendorf,49
2021-03-24,Reinickendorf,76
2021-03-25,Reinickendorf,57
2021-03-26,Reinickendorf,53
2021-03-27,Reinickendorf,39
2021-03-28,Reinickendorf,43
2021-03-29,Reinickendorf,34
2021-03-30,Reinickendorf,67
2021-03-31,Reinickendorf,77
2021-04-01,Reinickendorf,86
2021-04-02,Reinickendorf,42
2021-04-03,Reinickendorf,27
2021-04-04,Reinickendorf,36
2021-04-05,Reinickendorf,19
2021-04-06,Reinickendorf,65
2021-04-07,Reinickendorf,54
2021-04-08,Reinickendorf,67
2021-04-09,Reinickendorf,99
2021-04-10,Reinickendorf,57
2021-04-11,Reinickendorf,40
2021-04-12,Reinickendorf,50
2021-04-13,Reinickendorf,89
2021-04-14,Reinickendorf,89
2021-04-15,Reinickendorf,119
2021-04-16,Reinickendorf,71
2021-04-17,Reinickendorf,24
2021-04-18,Reinickendorf,56
2021-04-19,Reinickendorf,37
2021-04-20,Reinickendorf,88
2021-04-21,Reinickendorf,67
2021-04-22,Reinickendorf,64
2021-04-23,Reinickendorf,52
2021-04-24,Reinickendorf,33
2021-04-25,Reinickendorf,56
2021-04-26,Reinickendorf,46
2021-04-27,Reinickendorf,74
2021-04-28,Reinickendorf,98
2021-04-29,Reinickendorf,52
2021-04-30,Reinickendorf,52
2021-05-01,Reinickendorf,23
2021-05-02,Reinickendorf,8
2021-05-03,Reinickendorf,30
2021-05-04,Reinickendorf,39
2021-05-05,Reinickendorf,53
2021-05-06,Reinickendorf,55
2021-05-07,Reinickendorf,54
2021-05-08,Reinickendorf,15
2021-05-09,Reinickendorf,14
2021-05-10,Reinickendorf,21
2021-05-11,Reinickendorf,54
2021-05-12,Reinickendorf,44
2021-05-13,Reinickendorf,27
2021-05-14,Reinickendorf,14
2021-05-15,Reinickendorf,16
2021-05-16,Reinickendorf,19
2021-05-17,Reinickendorf,20
2021-05-18,Reinickendorf,32
2021-05-19,Reinickendorf,40
2021-05-20,Reinickendorf,14
2021-05-21,Reinickendorf,21
2021-05-22,Reinickendorf,8
2021-05-23,Reinickendorf,20
2021-05-24,Reinickendorf,0
2021-05-25,Reinickendorf,10
2021-05-26,Reinickendorf,7
2021-05-27,Reinickendorf,15
2021-05-28,Reinickendorf,9
2021-05-29,Reinickendorf,8
2021-05-30,Reinickendorf,4
2021-05-31,Reinickendorf,5
2021-06-01,Reinickendorf,11
2021-06-02,Reinickendorf,14
2021-06-03,Reinickendorf,19
2021-06-04,Reinickendorf,2
2021-06-05,Reinickendorf,1
2021-06-06,Reinickendorf,2
2021-06-07,Reinickendorf,2
2021-06-08,Reinickendorf,7
2021-06-09,Reinickendorf,18
2021-06-10,Reinickendorf,11
2021-06-11,Reinickendorf,10
2021-06-12,Reinickendorf,4
2021-06-13,Reinickendorf,1
2021-06-14,Reinickendorf,2
